record_id,crop,district,season,rainfall_mm,fertilizer_kg_ha,temperature_c,humidity_pct,soil_ph,yield_t_ha,data_source,is_synthetic
SYN-0618,maize,Gokwe South,2022/23,848.1,322.6,28.5,69.2,6.36,0.815,MundaSense deterministic synthetic demo generator v1,True
SYN-0619,maize,Bindura,2024/25,150.0,23.7,26.8,56.2,5.32,1.015,MundaSense deterministic synthetic demo generator v1,True
SYN-0620,maize,Chinhoyi,2022/23,555.7,57.8,21.0,80.8,6.96,2.086,MundaSense deterministic synthetic demo generator v1,True
SYN-0621,maize,Goromonzi,2023/24,401.7,68.5,27.0,57.5,6.17,0.64,MundaSense deterministic synthetic demo generator v1,True
SYN-0622,maize,Goromonzi,2021/22,768.8,52.8,18.5,73.6,4.86,0.784,MundaSense deterministic synthetic demo generator v1,True
SYN-0623,maize,Chinhoyi,2021/22,495.1,129.0,24.4,52.2,6.06,3.36,MundaSense deterministic synthetic demo generator v1,True
SYN-0624,maize,Goromonzi,2023/24,694.7,63.3,28.6,45.6,6.3,2.086,MundaSense deterministic synthetic demo generator v1,True
SYN-0625,maize,Masvingo,2021/22,724.6,36.2,25.2,69.3,6.8,2.621,MundaSense deterministic synthetic demo generator v1,True
SYN-0626,maize,Chinhoyi,2024/25,959.7,106.9,23.6,60.2,5.86,2.392,MundaSense deterministic synthetic demo generator v1,True
SYN-0627,maize,Gokwe South,2024/25,582.5,84.2,27.9,46.6,6.7,1.247,MundaSense deterministic synthetic demo generator v1,True
SYN-0628,maize,Gokwe South,2023/24,689.6,65.3,28.1,69.2,6.23,2.338,MundaSense deterministic synthetic demo generator v1,True
SYN-0629,maize,Masvingo,2023/24,345.3,212.7,29.2,82.7,5.15,0.727,MundaSense deterministic synthetic demo generator v1,True
SYN-0630,maize,Gokwe South,2023/24,840.2,131.6,27.8,77.0,5.08,1.972,MundaSense deterministic synthetic demo generator v1,True
SYN-0631,maize,Mutare,2021/22,479.3,123.1,28.5,61.8,6.91,0.514,MundaSense deterministic synthetic demo generator v1,True
SYN-0632,maize,Gokwe South,2022/23,516.3,133.3,27.4,64.9,6.96,1.453,MundaSense deterministic synthetic demo generator v1,True
SYN-0633,maize,Goromonzi,2022/23,615.9,129.3,25.9,73.8,6.33,2.995,MundaSense deterministic synthetic demo generator v1,True
SYN-0634,maize,Goromonzi,2024/25,330.9,86.9,25.4,76.3,7.18,0.968,MundaSense deterministic synthetic demo generator v1,True
SYN-0635,maize,Chinhoyi,2021/22,662.3,63.7,24.4,63.9,6.86,2.968,MundaSense deterministic synthetic demo generator v1,True
SYN-0636,maize,Mutare,2022/23,799.0,108.3,21.3,69.4,6.59,2.998,MundaSense deterministic synthetic demo generator v1,True
SYN-0637,maize,Chinhoyi,2022/23,674.2,85.9,22.1,71.2,5.44,2.324,MundaSense deterministic synthetic demo generator v1,True
SYN-0638,maize,Gokwe South,2021/22,326.1,23.4,24.2,72.0,7.35,1.009,MundaSense deterministic synthetic demo generator v1,True
SYN-0639,maize,Plumtree,2021/22,597.1,49.7,25.8,64.7,6.49,2.63,MundaSense deterministic synthetic demo generator v1,True
SYN-0640,maize,Zvishavane,2022/23,757.3,79.3,29.6,62.2,5.82,1.071,MundaSense deterministic synthetic demo generator v1,True
SYN-0641,maize,Mutare,2021/22,272.6,168.4,25.0,78.9,5.62,1.451,MundaSense deterministic synthetic demo generator v1,True
SYN-0642,maize,Zvishavane,2021/22,421.2,108.6,28.2,75.1,6.28,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0643,maize,Plumtree,2022/23,782.2,56.4,28.4,68.4,4.9,0.852,MundaSense deterministic synthetic demo generator v1,True
SYN-0644,maize,Goromonzi,2021/22,670.0,46.7,24.4,82.4,6.6,2.769,MundaSense deterministic synthetic demo generator v1,True
SYN-0645,maize,Plumtree,2023/24,696.2,188.8,26.9,61.7,5.41,2.667,MundaSense deterministic synthetic demo generator v1,True
SYN-0646,maize,Gokwe South,2021/22,964.0,89.4,24.3,81.6,6.37,1.901,MundaSense deterministic synthetic demo generator v1,True
SYN-0647,maize,Goromonzi,2022/23,706.7,7.7,29.2,68.4,5.72,1.491,MundaSense deterministic synthetic demo generator v1,True
SYN-0648,maize,Masvingo,2022/23,741.7,93.0,27.1,92.0,5.91,1.836,MundaSense deterministic synthetic demo generator v1,True
SYN-0649,maize,Zvishavane,2024/25,1121.5,148.2,21.4,58.3,5.56,1.498,MundaSense deterministic synthetic demo generator v1,True
SYN-0650,maize,Plumtree,2023/24,580.4,45.7,25.6,59.9,5.98,2.842,MundaSense deterministic synthetic demo generator v1,True
SYN-0651,maize,Goromonzi,2024/25,472.4,103.7,30.2,66.6,7.46,0.35,MundaSense deterministic synthetic demo generator v1,True
SYN-0652,maize,Mutare,2022/23,699.1,109.6,24.5,70.4,7.1,3.324,MundaSense deterministic synthetic demo generator v1,True
SYN-0653,maize,Chinhoyi,2022/23,701.2,47.7,26.5,83.0,6.36,2.48,MundaSense deterministic synthetic demo generator v1,True
SYN-0654,maize,Plumtree,2022/23,522.6,198.5,26.8,59.2,6.08,2.334,MundaSense deterministic synthetic demo generator v1,True
SYN-0655,maize,Masvingo,2024/25,429.0,110.7,21.9,76.8,6.71,2.268,MundaSense deterministic synthetic demo generator v1,True
SYN-0656,maize,Masvingo,2024/25,1047.3,79.0,26.7,75.8,6.91,0.816,MundaSense deterministic synthetic demo generator v1,True
SYN-0657,maize,Plumtree,2024/25,680.5,89.8,20.8,75.8,5.5,2.575,MundaSense deterministic synthetic demo generator v1,True
SYN-0658,maize,Mutare,2024/25,484.5,41.5,23.2,59.1,6.04,2.621,MundaSense deterministic synthetic demo generator v1,True
SYN-0659,maize,Bindura,2023/24,789.4,40.2,28.4,76.8,4.79,0.707,MundaSense deterministic synthetic demo generator v1,True
SYN-0660,maize,Gokwe South,2023/24,599.8,74.4,26.2,76.7,6.91,2.149,MundaSense deterministic synthetic demo generator v1,True
SYN-0661,maize,Chinhoyi,2024/25,573.2,77.4,24.2,72.5,7.59,2.295,MundaSense deterministic synthetic demo generator v1,True
SYN-0662,maize,Mutare,2022/23,724.0,86.2,26.5,67.3,6.16,2.254,MundaSense deterministic synthetic demo generator v1,True
SYN-0663,maize,Bindura,2022/23,381.0,208.4,24.9,68.6,4.57,1.868,MundaSense deterministic synthetic demo generator v1,True
SYN-0664,maize,Chinhoyi,2024/25,685.2,143.6,25.1,65.7,6.54,3.818,MundaSense deterministic synthetic demo generator v1,True
SYN-0665,maize,Masvingo,2022/23,973.9,26.6,27.1,70.8,5.45,1.236,MundaSense deterministic synthetic demo generator v1,True
SYN-0666,maize,Mutare,2021/22,706.2,186.5,22.8,68.3,5.62,3.062,MundaSense deterministic synthetic demo generator v1,True
SYN-0667,maize,Masvingo,2023/24,550.4,74.0,25.2,58.7,6.55,3.412,MundaSense deterministic synthetic demo generator v1,True
SYN-0668,maize,Plumtree,2022/23,526.2,151.6,24.1,57.7,6.28,2.796,MundaSense deterministic synthetic demo generator v1,True
SYN-0669,maize,Zvishavane,2024/25,544.1,77.8,20.2,63.1,5.75,1.696,MundaSense deterministic synthetic demo generator v1,True
SYN-0670,maize,Chinhoyi,2024/25,573.0,106.6,22.2,70.4,5.63,2.674,MundaSense deterministic synthetic demo generator v1,True
SYN-0671,maize,Zvishavane,2022/23,550.1,43.7,30.0,62.8,6.19,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0672,maize,Masvingo,2023/24,789.5,120.8,26.3,67.5,5.81,3.307,MundaSense deterministic synthetic demo generator v1,True
SYN-0673,maize,Mutare,2024/25,299.4,161.5,21.0,73.8,5.3,2.091,MundaSense deterministic synthetic demo generator v1,True
SYN-0674,maize,Bindura,2023/24,779.5,30.8,20.3,64.1,5.86,2.298,MundaSense deterministic synthetic demo generator v1,True
SYN-0675,maize,Masvingo,2021/22,549.8,162.9,24.8,79.9,6.34,2.257,MundaSense deterministic synthetic demo generator v1,True
SYN-0676,maize,Mutare,2023/24,689.7,63.6,29.9,60.6,5.97,2.034,MundaSense deterministic synthetic demo generator v1,True
SYN-0677,maize,Masvingo,2023/24,411.5,245.7,24.5,62.9,5.08,1.778,MundaSense deterministic synthetic demo generator v1,True
SYN-0678,maize,Bindura,2023/24,865.8,153.2,29.2,67.9,6.81,1.307,MundaSense deterministic synthetic demo generator v1,True
SYN-0679,maize,Masvingo,2021/22,850.4,138.3,26.2,49.1,4.2,1.485,MundaSense deterministic synthetic demo generator v1,True
SYN-0680,maize,Zvishavane,2022/23,797.5,90.1,26.6,58.3,5.78,2.894,MundaSense deterministic synthetic demo generator v1,True
SYN-0681,maize,Mutare,2024/25,339.8,355.3,21.0,78.2,5.65,2.977,MundaSense deterministic synthetic demo generator v1,True
SYN-0682,maize,Chinhoyi,2021/22,773.4,74.3,28.0,48.8,6.21,2.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0683,maize,Zvishavane,2022/23,694.9,50.5,24.1,77.2,6.5,2.625,MundaSense deterministic synthetic demo generator v1,True
SYN-0684,maize,Zvishavane,2022/23,323.0,65.0,27.8,78.2,6.91,0.251,MundaSense deterministic synthetic demo generator v1,True
SYN-0685,maize,Chinhoyi,2021/22,615.5,178.0,22.6,64.9,5.59,2.357,MundaSense deterministic synthetic demo generator v1,True
SYN-0686,maize,Plumtree,2021/22,687.4,105.4,25.6,68.7,6.52,2.657,MundaSense deterministic synthetic demo generator v1,True
SYN-0687,maize,Goromonzi,2022/23,722.9,96.3,26.2,75.7,6.24,3.768,MundaSense deterministic synthetic demo generator v1,True
SYN-0688,maize,Masvingo,2024/25,652.8,75.0,24.6,62.6,4.87,2.816,MundaSense deterministic synthetic demo generator v1,True
SYN-0689,maize,Goromonzi,2021/22,673.9,93.2,26.4,73.4,7.47,2.418,MundaSense deterministic synthetic demo generator v1,True
SYN-0690,maize,Plumtree,2022/23,892.6,71.8,24.3,61.0,5.06,1.39,MundaSense deterministic synthetic demo generator v1,True
SYN-0691,maize,Zvishavane,2021/22,846.8,145.8,23.1,63.5,6.4,2.842,MundaSense deterministic synthetic demo generator v1,True
SYN-0692,maize,Plumtree,2023/24,150.0,85.0,30.1,55.8,6.38,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0693,maize,Zvishavane,2022/23,561.3,65.8,28.4,67.2,6.3,2.016,MundaSense deterministic synthetic demo generator v1,True
SYN-0694,maize,Zvishavane,2024/25,589.5,169.7,22.7,78.5,5.74,3.236,MundaSense deterministic synthetic demo generator v1,True
SYN-0695,maize,Bindura,2023/24,295.9,51.6,26.9,63.5,6.7,0.696,MundaSense deterministic synthetic demo generator v1,True
SYN-0696,maize,Gokwe South,2024/25,637.4,106.3,22.8,56.6,4.98,3.209,MundaSense deterministic synthetic demo generator v1,True
SYN-0697,maize,Mutare,2023/24,851.0,23.3,21.4,59.3,6.05,0.445,MundaSense deterministic synthetic demo generator v1,True
SYN-0698,maize,Masvingo,2022/23,419.0,37.8,28.3,67.7,5.69,0.949,MundaSense deterministic synthetic demo generator v1,True
SYN-0699,maize,Bindura,2024/25,682.2,79.3,19.8,86.7,5.61,3.335,MundaSense deterministic synthetic demo generator v1,True
SYN-0700,maize,Bindura,2022/23,450.6,70.9,28.0,68.0,6.41,1.034,MundaSense deterministic synthetic demo generator v1,True
SYN-0701,maize,Masvingo,2024/25,495.7,70.9,24.3,63.5,6.88,2.368,MundaSense deterministic synthetic demo generator v1,True
SYN-0702,maize,Masvingo,2024/25,893.3,154.0,24.4,73.8,5.85,2.704,MundaSense deterministic synthetic demo generator v1,True
SYN-0703,maize,Chinhoyi,2023/24,519.6,159.1,26.4,63.4,6.66,2.531,MundaSense deterministic synthetic demo generator v1,True
SYN-0704,maize,Chinhoyi,2023/24,705.5,118.6,26.9,61.8,6.14,3.467,MundaSense deterministic synthetic demo generator v1,True
SYN-0705,maize,Chinhoyi,2022/23,273.8,49.7,22.5,59.6,5.46,1.548,MundaSense deterministic synthetic demo generator v1,True
SYN-0706,maize,Masvingo,2024/25,964.5,92.8,27.3,77.5,5.91,1.523,MundaSense deterministic synthetic demo generator v1,True
SYN-0707,maize,Bindura,2023/24,731.5,265.0,25.5,43.3,5.88,3.745,MundaSense deterministic synthetic demo generator v1,True
SYN-0708,maize,Masvingo,2024/25,586.2,336.0,21.2,76.3,5.6,2.937,MundaSense deterministic synthetic demo generator v1,True
SYN-0709,maize,Goromonzi,2022/23,726.5,170.6,24.6,62.6,6.41,5.355,MundaSense deterministic synthetic demo generator v1,True
SYN-0710,maize,Goromonzi,2024/25,359.2,51.1,29.4,59.7,6.27,0.722,MundaSense deterministic synthetic demo generator v1,True
SYN-0711,maize,Mutare,2022/23,838.8,93.3,30.3,78.0,4.95,0.196,MundaSense deterministic synthetic demo generator v1,True
SYN-0712,maize,Masvingo,2021/22,560.1,114.1,27.3,58.4,4.91,0.766,MundaSense deterministic synthetic demo generator v1,True
SYN-0713,maize,Mutare,2021/22,582.2,104.2,21.4,62.9,6.41,2.488,MundaSense deterministic synthetic demo generator v1,True
SYN-0714,maize,Plumtree,2023/24,529.0,180.7,26.6,64.2,5.51,2.89,MundaSense deterministic synthetic demo generator v1,True
SYN-0715,maize,Zvishavane,2022/23,512.6,150.2,27.7,68.3,6.32,1.583,MundaSense deterministic synthetic demo generator v1,True
SYN-0716,maize,Plumtree,2021/22,748.5,49.2,27.3,60.9,6.66,0.866,MundaSense deterministic synthetic demo generator v1,True
SYN-0717,maize,Masvingo,2022/23,667.3,66.9,27.5,50.6,5.18,1.911,MundaSense deterministic synthetic demo generator v1,True
SYN-0718,maize,Goromonzi,2023/24,740.6,170.2,26.2,57.9,5.08,3.555,MundaSense deterministic synthetic demo generator v1,True
SYN-0719,maize,Chinhoyi,2022/23,618.4,212.2,24.9,78.1,7.31,3.126,MundaSense deterministic synthetic demo generator v1,True
SYN-0720,maize,Masvingo,2024/25,714.9,114.9,23.2,68.4,6.35,3.176,MundaSense deterministic synthetic demo generator v1,True
